PROBE_ID	GENOMICLOCATION	SYMBOL	sample01	sample02	sample03	sample04	sample05	sample06	sample07	sample08	sample09	sample10	sample11	sample12
ILMN_1662147	chr1:38266673:38266722:+	MANEAL	5.846680597	5.932674871	5.894674736	5.913096879	6.047656868	5.851741891	5.888078319	5.904580145	5.954128914	5.858376381	5.794466903	5.940571572
ILMN_1674975	chr1:38266835:38266884:+	MANEAL	5.902975425	5.958348425	5.926530047	5.955824978	5.957526862	5.92664125	6.007368475	5.966774754	5.929784034	5.906689726	5.842586704	5.838149506
ILMN_2061732	chr1:38268851:38268900:-	YRDC	7.27956588	7.673499018	7.353493347	7.288466697	7.5852623	7.355584876	7.224874313	7.391726983	7.460635544	7.615515836	7.647421422	7.444962566
ILMN_1736008	chr1:38269138:38269187:-	YRDC	10.37530949	10.20301769	9.878601537	9.78721549	10.26994384	10.04629054	10.08141233	9.737600155	10.04545371	9.732753572	10.16167428	9.677596622
ILMN_1786273	chr1:38274738:38274787:+	C1orf122	6.499831404	6.680381071	6.566817397	6.484747574	6.536152743	6.694740155	6.633140917	6.58162435	6.705553927	6.577665516	6.49594732	6.762328105
ILMN_1763828	chr1:38280020:38280069:-	MTF1	8.217841834	7.882467229	8.036811568	7.944129038	8.273759719	7.854758385	8.004754015	7.950358892	8.25999083	7.985613752	8.214730709	8.259244598
ILMN_1810116	chr1:38326850:38326899:-	INPP5B	6.122574083	5.988162322	6.216504767	6.047138501	6.026497066	6.210302204	6.222783766	5.987356377	6.054351461	6.353881164	6.059079256	6.150628443
ILMN_1705151	chr1:38422678:38422727:-	SF3A3	8.222482434	8.912055658	8.422183692	8.802410298	8.429334953	8.390004026	8.511484566	8.774085543	8.559428599	8.962394007	8.619095214	8.651197128
ILMN_1703558	chr1:38462656:38462705:-	FHL3	6.80428819	7.134587428	7.20330357	7.141583609	6.732239479	6.690048364	6.869112202	6.953810799	7.202909692	6.905222721	7.08655941	7.194459389
ILMN_2130838	chr1:38484962:38485011:+	UTP11L	6.873050998	6.906222296	6.959791536	7.05400745	7.053175901	6.910922068	6.885468584	7.072738362	7.015129505	7.228345366	7.09078213	7.310365536
ILMN_2086981	chr1:38509993:38510042:-	POU3F1	5.949699634	5.973206351	5.944749426	5.986187543	5.876979987	5.910536355	5.988302352	5.956431932	5.824032574	5.981340168	5.773825897	5.864787433
ILMN_1670782	chr1:38510510:38510556:-	POU3F1	5.864650993	5.947742597	5.866336243	5.91267432	5.880001011	5.879016824	5.917976331	5.949340214	5.75943963	6.012392222	5.915658584	5.858656572
ILMN_3289247	chr1:39176712:39176761:+	HSPA5	5.99546835	5.954371803	6.080306815	5.860392286	5.934927021	5.930320846	5.971287842	5.924344855	5.966183007	5.836541805	5.818653929	6.025484568
ILMN_1760121	chr1:39305191:39305240:-	RRAGC	7.288020162	7.190255862	7.211756232	7.068928507	7.258661776	7.40846528	7.290059154	7.20094162	7.550753234	7.406931622	7.554880595	7.510324128
ILMN_1659620	chr1:39328856:39328905:-	GJA9-MYCBP	5.993178593	6.235558187	6.126271921	6.219525722	6.170192669	6.28740362	6.212604526	6.220731554	6.187896112	6.129897147	6.204489094	6.174286039
ILMN_1710161	chr1:39339823:39339872:-	GJA9-MYCBP	5.872783898	5.872886988	5.909279337	5.816725039	5.883940372	5.863434311	5.777698984	5.903654937	5.846126926	5.817156179	5.85097823	5.913119794
ILMN_2053538	chr1:39351832:39351881:-	RHBDL2	8.127981018	7.95800521	7.913757952	7.841820438	8.039217964	8.078764361	7.872101381	7.528212133	7.516442869	7.545389124	7.709707716	7.344445743
ILMN_2053536	chr1:39351905:39351954:-	RHBDL2	6.461918624	6.305232461	6.361636696	6.33696469	6.424720303	6.370486847	6.179704828	6.211186591	6.287316607	6.197734936	6.303038582	6.313057872
ILMN_1679383	chr1:39456947:39456996:+	AKIRIN1	5.937568927	5.876115149	5.86208474	5.739408947	5.878768243	5.906082883	5.876912251	5.889486241	5.874937513	5.848036782	5.84662717	5.821565042
ILMN_1658337	"chr1:39463936:39463983:+,chr1:39466644:39466645:+"	AKIRIN1	7.350612452	7.075958612	7.01342213	6.900930453	7.146043882	7.134574376	7.35950072	7.009535038	7.728007687	7.620971729	7.522832027	7.359535536
ILMN_1802799	chr1:39470624:39470673:+	AKIRIN1	7.907457087	7.579849858	7.797556845	7.445226905	7.526349605	7.793929282	7.726426409	7.493937916	8.339198225	8.127318749	8.14051933	8.051302347
ILMN_1776104	chr1:39494452:39494501:+	NDUFS5	8.312964929	8.926165738	8.455151551	8.348719871	8.88536867	8.22446969	8.644093207	8.905283921	8.881581431	8.952687353	8.952668847	8.96326593
ILMN_1737935	"chr1:39782163:39782201:+,chr1:39782886:39782896:+"	MACF1	6.548814749	6.609154368	6.468977161	6.418282889	6.717059582	6.556475174	6.739750771	6.509515054	6.561230657	7.030554985	7.010792027	6.678997283
ILMN_1718884	chr1:39802226:39802275:+	MACF1	5.841823259	5.785994889	5.92200441	5.948882735	5.96941206	5.92674748	5.915041558	5.811269464	5.828152987	5.940837126	5.895495903	5.83454237
ILMN_1661495	chr1:39876185:39876234:+	KIAA0754	5.893627387	5.895963016	5.918908271	5.943805644	5.989102334	5.907243647	5.952692143	5.94916597	5.923088438	5.834674126	5.845190284	5.920950549
ILMN_2301624	chr1:39952189:39952238:+	MACF1	7.196726815	7.566383205	7.521755237	7.97340699	7.704744381	7.855822403	7.805393451	7.94929037	8.17730747	8.424969858	8.537674964	8.016298301
ILMN_1674825	chr1:39987953:39988002:-	LOC728448	6.028069697	6.032678299	5.917459357	6.061502371	6.027260274	5.981827244	6.034685777	6.009572044	5.954828588	6.091432983	6.065922478	5.976138378
ILMN_3245069	"chr1:39988766:39988789:+,chr1:39991321:39991346:+"	BMP8A	5.869774642	5.789425167	5.952903056	5.988374571	5.818178114	5.926880477	5.845182403	5.865810785	5.769650155	5.879908319	5.949836816	5.932123916
ILMN_3188869	chr1:39990784:39990833:-	LOC728448	5.974676198	5.929005885	5.993100687	5.837405594	5.921660268	5.902130004	6.036236855	5.888651813	5.79572391	5.917476134	5.934286605	6.005478602
ILMN_3266764	chr1:39990916:39990965:-	LOC728448	6.034474145	5.995529897	6.046849551	5.944032229	6.148597423	5.967866174	6.0912879	5.972747791	6.053843452	6.164007736	5.966148323	6.025362676
ILMN_1761264	chr1:39991324:39991373:+	BMP8A	5.879936897	5.948219832	5.961054157	5.832258068	5.937350655	5.790730418	5.885086592	5.902060011	5.839379777	5.882406151	5.837205404	5.891239624
ILMN_1754865	chr1:40027392:40027441:-	PABPC4	7.91931145	8.356628846	8.046067905	8.405210193	8.231772203	8.393885727	8.148154401	8.628088435	8.540968624	8.589200931	8.410268768	8.654678197
ILMN_1757343	"chr1:40027745:40027786:-,chr1:40027452:40027459:-"	PABPC4	9.070663768	10.10752741	9.528419582	9.846972205	9.660845152	9.680431294	9.448224107	9.979467075	9.968159923	10.11858327	9.884334905	10.05166526
ILMN_3238745	chr1:40033120:40033169:-	SNORA55	6.11112297	6.0470938	6.00294213	5.991854118	5.931156984	5.981152499	6.004123022	5.88120399	5.957683957	5.96497288	6.055258256	5.982941624
ILMN_3273456	chr1:40041801:40041850:-	PABPC4	5.855226762	5.886094921	5.976433447	5.780542531	5.934988737	5.945014563	5.909229436	5.928002487	5.926901578	6.011163725	5.869115893	5.969606255
ILMN_1654324	chr1:40089874:40089923:-	HEYL	5.957989765	5.958753481	5.952846978	5.922858717	6.009610221	6.002958951	5.985683722	6.020511767	5.904073119	5.846074417	5.823735862	5.936215986
ILMN_1815796	chr1:40124815:40124864:-	NT5C1A	5.943158112	5.918474927	5.936312881	5.860985056	5.967670882	5.924323716	5.940291564	5.827343677	5.918526115	5.789681826	5.886609944	5.980686378
ILMN_1736976	chr1:40144720:40144769:-	HPCAL4	6.092691607	6.388871945	6.480176274	6.291320699	6.131248106	6.426733094	6.456353216	6.511748817	6.383723764	6.532760384	6.475121236	6.323397423
ILMN_2326737	chr1:40211118:40211167:+	PPIE	6.31473795	6.272670747	6.293920231	6.237429588	6.446802032	6.510541263	6.41586791	6.357237891	6.51013063	6.57503835	6.594160929	6.50272037
ILMN_1680341	chr1:40214582:40214631:+	PPIE	6.391017609	6.535712129	6.367407814	6.287667392	6.403944763	6.34741051	6.428801934	6.29756873	6.637652839	6.528274663	6.514375686	6.535436532
ILMN_2348503	"chr1:40214746:40214760:+,chr1:40218582:40218616:+"	PPIE	6.13705095	6.482784016	6.241905083	6.220292345	6.212911856	6.264348922	6.375570665	6.386322074	6.513270716	6.594511493	6.547907655	6.480242734
ILMN_2123415	chr1:40223933:40223982:-	BMP8B	6.236757422	6.273471429	6.38332321	6.388405858	6.388517887	6.342597225	6.28853294	6.094975481	6.113126829	6.271149064	6.325704499	6.095998893
ILMN_1653730	chr1:40235221:40235270:-	OXCT2	6.058231685	5.997524526	6.003790694	5.895015223	5.90543781	5.931525559	5.909427775	5.913698095	5.991437395	5.859463933	6.009631151	5.95846501
ILMN_3248309	chr1:40235382:40235409:-	OXCT2	5.795659435	5.903545912	5.895929863	5.939790435	5.985001922	5.885161429	5.99089266	5.908204101	5.89736363	6.018578475	5.877527082	5.85474776
ILMN_1727692	chr1:40306939:40306988:-	TRIT1	6.826649484	6.917306924	6.829433357	7.075632351	7.086472892	6.966902732	7.023233205	7.243951899	7.103990778	6.855891323	7.007210661	7.062316061
ILMN_1795270	chr1:40365800:40365849:-	MYCL1	5.895181449	6.010692311	5.921516644	5.890903517	5.855004428	5.946614501	5.962189537	5.952719663	5.897555102	5.885722947	5.92673613	5.86579876
ILMN_1803650	chr1:40366837:40366886:-	MYCL1	5.967435911	6.039256923	6.035941767	5.987804709	6.023521782	5.894359378	6.029727967	5.994349225	5.835673721	6.035930423	5.974281079	6.035892936
ILMN_1754541	chr1:40367183:40367232:-	MYCL1	5.9792524	6.137975564	5.913203752	5.965376772	5.878423349	6.046923956	5.934546615	5.864707644	5.911497846	6.020860368	5.993235327	5.947399122
ILMN_1789638	chr1:40435188:40435237:+	MFSD2A	5.973548717	5.891822401	5.952413955	5.848584852	5.962075849	5.838961825	5.948169337	5.930783187	5.924782123	5.850521934	5.857060967	5.898103496
ILMN_1797604	chr1:40537995:40538044:+	CAP1	12.3523754	12.29234429	12.21200028	12.35044067	12.23423029	12.20489126	12.29470504	12.2210423	12.46908889	12.01783465	12.32625006	12.34523096
ILMN_1669273	chr1:40538523:40538572:-	PPT1	11.38730611	11.27916954	10.52970977	10.43919418	11.15083443	10.60583669	10.79505623	11.37272893	11.02694858	10.5569178	10.63228072	11.23845565
ILMN_3226961	chr1:40598685:40598734:+	OAZ1	5.962079656	6.027748794	6.109635237	6.030004023	6.020577572	6.008346337	5.998913814	5.94062005	5.955884068	5.89959962	5.96484473	5.939220566
ILMN_3305993	chr1:40599010:40599059:+	OAZ1	7.161917436	6.931085557	6.94196922	7.124368209	7.035376411	6.988219593	6.964253747	6.78017196	6.251119173	6.138102549	6.259196361	6.361369052
ILMN_1801156	chr1:40706165:40706214:+	RLF	7.168805134	7.277215063	7.181521342	7.23408712	7.278116789	7.192296091	7.264585371	7.082478719	7.399860447	7.272392357	7.413915172	7.243912756
ILMN_1773333	chr1:40717162:40717211:+	TMCO2	5.908104941	5.970319629	6.005295894	5.939827516	5.890634065	5.803721289	5.935289169	5.867352768	5.769422341	5.909301954	5.928777636	5.890448038
ILMN_1656413	chr1:40759574:40759623:+	ZMPSTE24	9.449831755	9.072369491	9.21938294	9.194431033	9.195387286	9.009865711	9.292258736	9.08722657	9.113945841	9.224288619	9.093142311	9.322037225
ILMN_1685122	chr1:40766377:40766426:-	COL9A2	6.235135785	6.535301621	6.097762088	6.070750918	6.193888181	6.296871875	6.280330129	6.113133998	6.594969108	6.275611837	6.52375971	6.522578599
ILMN_1677262	chr1:40798742:40798791:-	RPL21	10.48008912	11.43590762	10.92401671	10.85155905	10.84845909	10.78288758	10.82809787	11.03349441	10.03105699	10.07166956	9.89991659	9.868686945
ILMN_1781468	chr1:40888375:40888424:+	SMAP2	9.660034653	10.05420004	9.150022408	9.314486537	9.75126962	9.513273226	9.722370352	9.543114631	9.99927678	9.755401872	10.04303745	10.0221719
ILMN_2081682	chr1:40888835:40888884:+	SMAP2	12.1203405	12.27095197	11.7603404	12.04937418	12.04532457	12.04554941	12.1366288	11.94267814	12.13054829	12.07115372	12.18911722	12.1545948
ILMN_1799086	chr1:40928753:40928802:+	ZNF643	5.942580276	5.93507443	5.877087734	5.954950675	6.047195763	5.943861023	5.900270608	6.052344197	5.960743975	5.933618548	5.93101607	5.929786865
ILMN_2048388	chr1:40929288:40929337:+	ZNF643	5.971761478	6.157506346	5.963740305	6.057023314	6.070922794	6.02273884	5.985496447	6.100840893	6.122931849	6.15245022	6.156688225	6.069259661
ILMN_1681367	chr1:40961671:40961720:+	ZNF642	6.05221041	6.220756433	6.017954167	6.082006317	6.135172623	6.1077756	6.174894922	6.121972137	5.944365646	6.099687367	6.110101177	6.14723218
ILMN_1783996	chr1:40981486:40981535:+	DEM1	8.384245286	7.814959427	7.99282527	8.596921825	8.173162356	8.664814544	8.240196469	8.533604564	8.602890975	7.85017237	8.202997189	8.471220727
ILMN_2117569	chr1:40981913:40981962:+	DEM1	9.529835132	9.359362929	9.273802592	9.321774607	9.305295894	9.456775912	9.222233744	8.919096638	9.147631245	8.951196926	9.523249763	8.994411031
ILMN_3242008	chr1:40982110:40982159:+	DEM1	5.997870961	5.999743171	5.947401569	5.930873905	6.059126176	5.957631189	6.05861402	5.950793056	6.06220273	6.032808307	6.124131441	6.059419472
ILMN_1751393	chr1:41013599:41013648:+	ZNF684	6.133156753	6.244753026	6.351654411	6.336486864	6.282022393	6.36509978	6.624213409	6.310502141	6.313184048	6.314244571	6.205105691	6.246615387
ILMN_1742382	chr1:41086480:41086529:-	RIMS3	6.01147078	6.058963406	6.082545896	6.052865734	6.071523479	6.004065874	6.226252498	6.082584418	6.105379522	6.299546348	6.158378527	6.105183965
ILMN_3244693	chr1:41154835:41154884:-	LOC100130557	6.056975354	6.143100291	5.953061004	6.091764548	6.127786419	5.990433748	6.045081797	6.168463367	6.1827739	6.142260517	6.163779041	6.164427719
ILMN_1810488	chr1:41236914:41236963:+	NFYC	8.501854049	8.563551211	8.293383231	8.389704283	8.403187203	8.460514278	8.453406418	8.593051178	8.481403466	8.254273725	8.524013809	8.43699982
ILMN_2298683	chr1:41289773:41289822:+	KCNQ4	5.893601257	5.828927115	5.920338811	5.883760057	5.938801195	5.802858153	5.892924617	5.958040784	5.827942204	5.853607394	5.992356129	5.948893388
ILMN_2415447	"chr1:41303443:41303466:+,chr1:41303983:41304008:+"	KCNQ4	5.839732625	6.056784468	5.911560931	6.046088803	5.835323469	5.88986325	5.968601598	5.865031401	5.964281219	5.865609318	5.797462678	6.005224013
ILMN_1770014	chr1:41304071:41304120:+	KCNQ4	5.852930021	5.910657047	5.883193571	5.833966433	5.874898909	6.003451396	5.871200163	5.865224066	5.922539501	5.853151182	5.871835671	5.963879787
ILMN_1787691	chr1:41326951:41327000:-	CITED4	6.503252043	7.071991306	6.304102491	6.368713844	6.646581811	6.69666752	6.817442195	6.634659488	6.547268774	6.280438383	6.571563919	6.689607399
ILMN_1783285	chr1:41477935:41477984:+	CTPS	6.106163675	6.357074715	6.270671287	6.461842749	6.358032455	6.285313843	6.398360452	6.516798697	6.325681635	6.664074621	6.483171153	6.40625131
ILMN_1777637	chr1:41481337:41481386:-	SLFNL1	5.826388482	5.861373668	5.816819583	5.875806547	5.801640615	5.828631978	5.841301214	5.787227064	5.905593841	5.877572037	5.782465696	5.843912371
ILMN_1653861	chr1:41492927:41492976:-	SCMH1	6.600913818	6.753223728	6.63295832	6.808661819	6.871150217	6.769645212	6.737864988	6.635127337	7.015566455	6.942440298	7.055085153	6.884139479
ILMN_2375557	chr1:41493524:41493573:-	SCMH1	5.906958173	5.937242034	5.938607206	6.047373893	5.950839448	5.940158919	5.82879749	5.996524769	6.041578592	6.049300282	5.928355926	6.002244541
ILMN_2276504	"chr1:41618271:41618317:-,chr1:41617354:41617356:-"	SCMH1	5.962206841	6.027684141	5.955972352	5.846456567	6.070617383	6.008239748	5.986254082	6.09199704	5.90715251	6.074195128	5.871241261	5.998042966
ILMN_1714738	chr1:41651823:41651872:-	SCMH1	5.894051388	5.971830748	5.870989862	5.907703379	5.918498113	5.864002125	5.846950136	5.902385594	5.996735115	5.904233081	6.024290709	6.028086063
ILMN_3311135	chr1:41847872:41847921:+	FOXO6	6.168191274	6.028669981	5.982213134	5.985698874	6.034828274	5.85581253	5.933804915	6.067964982	5.929856057	5.859116994	5.976077712	6.044434859
ILMN_3307977	chr1:41848183:41848232:+	FOXO6	5.89547035	5.869844928	5.945333047	5.975979853	6.091083936	6.041474594	6.147213459	5.94752044	5.987953442	5.939519063	5.898812427	5.867921813
ILMN_1680814	chr1:41944698:41944747:-	EDN2	5.882928159	5.974853906	5.876578297	5.935360741	5.855002191	5.967487805	5.88244748	5.912706912	5.977189862	5.909968267	5.896817127	5.812844727
ILMN_1751596	chr1:41975805:41975854:-	HIVEP3	6.029458465	5.997053532	5.955010671	6.144098527	6.042985509	5.983434468	5.98790058	6.023352126	5.974789069	6.077472677	5.831591621	6.08428299
ILMN_1735578	"chr1:42620532:42620537:+,chr1:42621206:42621249:+"	GUCA2B	5.96344211	6.059810871	5.894895572	5.937415964	5.858306464	5.979328322	5.925938592	5.982896765	5.914232518	5.936675914	5.875998696	5.991040905
ILMN_1763749	chr1:42628377:42628426:-	GUCA2A	5.971337706	6.097116605	5.972943255	5.986462018	6.120650755	5.965206871	6.021523442	6.043276542	5.944210598	6.035517359	5.965136937	5.98806222
ILMN_2128668	chr1:42642408:42642457:-	FOXJ3	8.519085031	8.753543948	8.634931966	8.411193117	8.687291426	8.692830806	8.722125139	8.652782325	8.980009176	9.083728832	9.046835641	8.997555594
ILMN_1706664	chr1:42880570:42880619:+	RIMKLA	6.023759401	5.883431157	5.939895876	5.911095794	5.960330122	5.867233388	5.841878745	5.858846001	5.854588182	5.809136935	5.83882047	5.862884995
ILMN_1911115	chr1:42887348:42887397:+	RIMKLA	5.798507571	5.97733507	5.922018644	5.86723579	6.012564342	5.86171654	5.808776716	5.88407427	5.981261961	5.910196462	5.899861259	5.894945791
ILMN_3249184	chr1:42889627:42889676:+	RIMKLA	5.86304755	5.815502679	5.98691573	5.880021893	5.850896178	5.969070433	5.875988593	5.820380569	5.869840131	5.779836244	5.859939143	5.830349379
ILMN_1655545	chr1:42896285:42896334:-	ZMYND12	6.049307449	6.106028053	5.999812459	6.060877462	5.991292074	6.054459404	6.002803682	5.989849083	5.979881372	5.971079771	6.13452954	5.972813063
ILMN_2396996	chr1:42925697:42925746:+	PPCS	7.824873052	7.96859152	7.842591874	7.786674524	8.009353346	7.843394369	7.956485091	8.031280093	7.354674942	7.405924392	7.227558107	7.575029298
ILMN_1776094	chr1:42925938:42925987:+	PPCS	8.524696462	8.663484911	8.662183343	8.343281645	8.649854342	8.59593576	8.735736103	8.716320078	8.907588954	8.619119907	8.944749602	9.122753674
ILMN_1801913	chr1:43133054:43133103:+	PPIH	6.828877392	7.143630471	6.936303368	7.061528053	7.139065523	7.063018123	7.066490318	7.147038258	7.161145831	7.301279159	7.223725061	7.233465727
ILMN_1669424	chr1:43162851:43162900:+	YBX1	9.902067182	10.40535211	10.01155744	10.17157722	10.46306239	10.29340008	10.16457402	10.57793443	10.50204048	10.67964883	10.38259579	10.55498945
ILMN_2124769	chr1:43166605:43166654:+	YBX1	9.914539493	10.23046897	10.38906214	10.29744581	10.44801175	10.22806584	10.27963739	10.55330478	10.27208896	10.44242443	10.22203144	10.57867599
ILMN_1750097	chr1:43199130:43199179:-	CLDN19	5.989920206	5.915484157	6.063837247	6.076447544	6.059172771	6.112147939	6.042861814	6.082624531	6.00137267	6.007017269	5.960178686	6.036628678
ILMN_1664294	chr1:43212220:43212269:-	LEPRE1	6.528440617	6.640857294	6.490547884	6.537913855	6.499976824	6.577000134	6.375357572	6.722374694	6.636532144	6.659645772	6.67493296	6.636001841
ILMN_1801941	chr1:43241094:43241143:+	C1orf50	7.399555717	7.585234774	7.471714603	7.527011853	7.472122949	7.469777031	7.417722111	7.571966507	7.67353495	7.839006208	7.751470131	7.746898267
ILMN_3269904	chr1:43258495:43258544:+	LOC100129924	5.885381536	5.942535373	5.870687167	5.856602867	5.979804454	5.983003707	5.906712922	5.997878557	5.874714151	5.87251325	5.825110734	5.881440989
ILMN_2050023	chr1:43273033:43273082:-	CCDC23	8.733357973	8.492511394	8.352508164	8.396559294	8.551381085	8.678023099	8.811608798	8.451137421	8.876795495	8.711538519	8.532731256	8.668035415
ILMN_1785387	chr1:43282811:43282860:+	ERMAP	5.81503598	6.03609499	5.967417291	5.998976564	5.896741262	5.884327052	5.975049256	5.949623533	5.902404532	5.85424473	5.986605785	5.921361969
ILMN_1715013	chr1:43310316:43310365:+	ERMAP	6.59655624	6.823942119	6.656364119	6.915163304	6.819302306	6.960779136	6.927522948	6.865386543	6.864679504	6.665409025	6.81828174	6.939911164
ILMN_2045175	chr1:43317914:43317963:+	ZNF691	5.998615885	5.985521815	5.994615891	5.961928232	6.04720343	6.086548774	6.031135101	6.153851899	6.163994497	6.026119035	6.068288962	6.145193931
ILMN_1721342	chr1:43356830:43356879:-	MKRN1	5.978004757	5.923263016	6.114982854	5.960564	5.946387272	5.935975836	5.890493865	5.893982816	5.849002085	5.947687542	5.898067679	5.957111216
ILMN_3289011	chr1:43369309:43369358:+	ATP6V1E1	5.888378844	5.836809848	5.884614848	5.914187081	5.884969948	5.944838745	5.991956162	5.92622477	5.890113019	5.920501076	5.844206277	5.918193272
ILMN_1659027	chr1:43391989:43392038:-	SLC2A1	6.697101134	6.959737805	7.317573639	7.291300727	7.095599995	7.009370093	7.098372172	7.174397769	7.176041352	7.490240722	7.270833358	7.254876687
ILMN_3234932	"chr1:43613739:43613755:+,chr1:43616432:43616464:+"	FAM183A	5.863972304	5.901617605	5.824818241	5.91232687	5.963013985	5.929467408	5.959103629	5.883999194	5.956553362	5.866333839	5.896176229	5.930279451
ILMN_1777170	chr1:43621994:43622043:+	FAM183A	5.850845898	5.969523622	5.92970599	5.911930245	5.892617774	6.065243417	6.027025052	5.936882666	5.909925746	5.889982046	5.903562131	5.930115982
ILMN_1768127	chr1:43630334:43630383:-	EBNA1BP2	6.954390244	7.792362222	7.628386419	7.364858302	7.737863977	7.580900503	7.660223455	7.830405781	7.867474171	8.065036462	8.050515217	8.009837251
ILMN_1717064	chr1:43676293:43676342:+	WDR65	5.842469769	5.995082776	5.963302585	6.00830511	5.962251829	6.101220431	6.021371487	5.909074874	5.968638118	5.937135871	6.011694508	6.038575365
ILMN_1743454	chr1:43707085:43707134:-	LOC100131756	5.932593981	5.938772881	5.988431834	5.897814217	5.978688673	5.901753842	5.962141433	5.862644001	5.90237369	5.97741623	5.958004516	5.869089685
ILMN_1790190	chr1:43707089:43707138:-	LOC100131756	5.727066969	5.81245184	5.940692939	5.916330007	5.929654667	6.022800728	5.863003253	5.884764932	5.862950612	5.910461567	5.86553383	5.85001481
ILMN_3289897	chr1:43707484:43707533:-	LOC100131756	5.968375393	5.809379339	5.85315846	5.920855822	5.936879144	5.892082367	5.928484878	5.804890761	5.883295006	5.813136395	5.809262374	5.87105843
ILMN_1685709	chr1:43739485:43739534:+	TMEM125	5.847413372	5.89849526	5.924947795	5.924553559	6.004001665	5.951170249	5.950055301	5.815969611	5.902383791	5.916106175	5.969761007	5.930385944
ILMN_2196232	chr1:43747629:43747678:-	C1orf210	5.94809997	5.835459311	5.912615224	5.929641216	5.965334126	5.943643	5.976354973	5.992938424	5.955877812	5.877123342	5.965519894	5.945956155
ILMN_1670064	chr1:43748053:43748102:-	C1orf210	5.866541491	5.84181536	5.89621644	5.817368161	5.953201696	6.018462156	6.023336204	5.873511081	5.916771496	5.904064112	5.98630224	6.120983113
ILMN_1815690	chr1:43788641:43788690:+	TIE1	5.956505938	5.933278754	5.905813732	5.898040725	5.965699769	5.880757522	5.909832625	5.994903145	5.944293643	5.821178721	5.885646314	5.903421379
ILMN_1776640	chr1:43820059:43820108:+	MPL	6.101105558	6.524877765	6.707603159	6.774061887	6.454009795	7.209890558	6.215246175	6.039502952	6.577721986	6.346507999	6.363490473	6.263697608
ILMN_1663390	chr1:43828753:43828802:+	CDC20	6.0651279	6.238775838	6.334413565	5.999514715	6.260643466	6.23947562	6.846201936	6.113839805	6.250203951	6.113375071	6.338629169	6.004558109
ILMN_1798123	chr1:43829330:43829379:-	ELOVL1	6.83594948	6.746699882	6.666287675	6.941217106	6.995466321	6.981369196	6.960364253	6.895113475	7.012160747	7.093939499	7.095475367	6.932788074
ILMN_1659537	chr1:43850231:43850280:-	MED8	6.18590314	6.083130941	6.22044889	6.176049409	6.218400451	6.323854016	6.159921418	6.272226972	6.323544249	6.381966964	6.446422328	6.544333669
ILMN_1736847	"chr1:43851649:43851681:-,chr1:43850761:43850777:-"	MED8	6.733671482	6.774659084	6.817062422	6.989395103	6.935858477	7.019028189	7.045175407	6.993230077	7.124626429	6.998968973	7.073886245	7.100811343
ILMN_2339705	chr1:43851700:43851749:-	MED8	6.525706958	6.487654851	6.377161369	6.724161442	6.694150608	6.683860454	6.822555077	6.655434457	6.978561052	6.698334715	6.750723518	6.774992067
ILMN_1716517	chr1:43870168:43870217:+	KIAA0467	6.076983612	6.082731494	6.039770913	6.06326207	6.044900115	6.082643632	5.988181866	5.954531677	6.042788181	6.069935068	6.010677922	6.068315166
ILMN_1719398	chr1:43877876:43877925:+	C1orf84	5.811450043	5.84793677	5.901554625	5.8183953	5.856158402	6.021515471	5.95153148	5.909543535	5.86671824	5.835444952	5.949543763	5.846789131
ILMN_1706660	"chr1:43917606:43917630:-,chr1:43917494:43917518:-"	HYI	5.895314488	5.925176296	5.956182613	5.909563814	5.975909925	5.959294015	5.976186704	6.001611271	5.928186215	5.909560404	6.00061906	5.864201409
ILMN_1701315	chr1:43918032:43918081:+	KIAA0467	6.000844645	6.005672872	6.011259059	5.850288776	5.898616421	6.087968357	5.965692174	5.974048899	5.990280519	5.898083779	5.883908038	5.966185768
ILMN_1798081	chr1:44089001:44089050:+	PTPRF	5.997543606	6.07054419	6.113667046	6.014435617	6.087232798	6.050535969	6.058549603	5.97956598	5.915233916	5.969922971	6.051621308	5.939809415
ILMN_2380163	chr1:44089132:44089181:+	PTPRF	5.861097345	5.970199524	5.856911509	5.960305519	5.915525263	5.987015062	5.861083054	5.941768636	5.889290966	5.960476344	5.921176124	5.953229554
ILMN_3289172	chr1:44165439:44165488:-	LOC100132774	6.123316452	6.125071171	6.108280296	6.248845632	6.09549067	6.058346946	6.237220821	6.112642689	5.995823562	6.154982012	6.140423679	6.121506762
ILMN_1736650	chr1:44170759:44170808:+	KDM4A	6.027227359	5.976614365	6.148609436	6.044261433	6.185887729	6.035605343	6.22192236	6.0022851	5.981540106	6.154682229	6.097462621	6.090264307
ILMN_2350315	chr1:44396400:44396449:+	ST3GAL3	6.057636939	6.027110577	5.974253796	5.99455312	6.093741438	6.075801728	5.893181117	6.045635362	6.098528194	6.048472534	5.936562135	6.012515382
ILMN_1699472	chr1:44396735:44396784:+	ST3GAL3	6.185822676	6.198814168	6.148216003	6.375894142	6.163398002	6.282019621	6.102757675	6.183574249	6.272627492	6.25068997	6.138930203	6.169978735
ILMN_1762952	chr1:44399882:44399931:+	ARTN	5.883878443	5.684439955	5.898984001	5.846951261	5.907740755	5.846625295	5.882082429	5.909850388	5.902039445	5.862376821	5.772162024	5.760765318
ILMN_1727040	chr1:44401157:44401206:+	ARTN	5.836241991	5.858510441	5.886889264	5.886804124	5.965919835	5.860349949	5.909560404	5.997684417	5.820696676	5.821580874	5.838903589	5.911689063
